F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Label,Prob
2.49,4.218,1.307,-0.447,2.513,0.101,0.145,1.747,1.326,-2.57,-0.217,-0.242,1,0.622
-0.379,-0.516,-0.23,-0.457,1.298,0.2,-0.542,1.04,-1.13,-0.253,3.853,-0.849,0,0.060
-1.646,0.629,-0.99,-0.126,0.324,-1.095,-2.302,-0.259,-0.403,1.644,0.121,-0.796,1,0.578
0.364,0.129,-1.092,0.395,-0.081,0.012,0.911,-0.122,-0.693,-1.412,0.952,1.803,0,0.385
-2.414,0.381,-0.264,1.449,0.098,1.149,-0.844,-2.521,0.911,-0.549,-0.937,0.588,1,0.651
1.696,0.354,1.451,0.431,-0.436,-0.101,0.134,0.435,-0.54,-0.441,0.443,-0.45,0,0.205
-0.478,-0.46,1.247,0.049,-0.248,1.481,1.696,-1.099,-0.325,-1.709,0.128,1.841,1,0.726
0.049,-0.492,0.988,0.085,-3.817,-0.727,-2.05,0.102,-1.388,1.308,-0.237,-2.044,0,0.067
-1.287,2.144,0.542,1.705,1.759,1.389,0.34,-3.133,-0.212,1.411,1.61,0.676,1,0.657
-0.622,0.638,-0.136,-0.665,0.143,-1.575,0.016,1.37,1.536,0.863,-1.335,2.079,0,0.363
1.482,0.637,-1.132,-1.409,-1.267,-0.527,-2.17,1.241,0.879,1.378,0.059,-1.216,1,0.473
-0.1,-0.765,0.423,0.64,-0.615,-1.221,-0.288,-0.411,0.83,-0.114,-0.209,0.448,0,0.619
0.195,-1.144,-2.525,-0.823,-0.793,-0.538,-1.539,1.039,-0.052,0.473,1.598,-0.176,1,0.759
-0.24,-1.733,1.0,-0.177,2.237,0.019,-0.168,-1.197,0.583,-1.545,-1.712,-0.587,0,0.657
0.583,-0.502,-0.053,-0.08,0.343,-0.552,-0.473,1.106,0.149,0.944,-0.971,0.088,1,0.655
-0.614,-0.327,1.794,-1.528,-1.887,0.114,0.858,-0.167,-1.446,0.827,-0.447,0.632,0,0.283
0.735,-0.456,0.042,-0.849,1.062,0.22,-1.617,-0.365,1.177,-1.358,-0.51,-0.878,1,0.809
1.128,-0.094,-0.831,-1.333,-0.806,0.487,-0.669,-0.617,0.435,-0.441,-1.393,0.157,0,0.529
-0.064,2.16,0.208,-0.332,-0.258,0.346,0.011,0.65,2.222,0.565,0.555,0.765,1,0.632
0.092,0.425,1.973,0.243,1.664,-1.36,-1.637,-0.518,-0.03,-0.474,1.921,-1.355,0,0.271
-0.111,4.127,0.883,-0.317,0.733,0.169,1.929,-0.911,-0.66,0.427,-1.013,-2.995,1,0.483
0.506,-1.08,0.0,1.395,-0.489,-0.627,1.557,1.221,0.231,-2.169,-2.632,-0.98,0,0.859
-0.691,-0.285,-1.867,-0.768,-1.295,-0.684,-0.545,-0.35,2.137,1.897,-1.811,-0.923,1,0.863
-2.35,0.28,-0.853,-0.246,2.279,-0.493,-1.258,0.214,-0.611,1.07,1.073,2.957,0,0.330
1.077,0.118,1.37,-1.022,-0.172,0.423,1.015,-0.161,0.373,-1.124,-1.237,-1.192,1,0.630
-1.514,0.954,0.963,-1.286,-1.571,0.46,-1.216,2.018,-0.44,-0.014,2.093,-0.388,0,0.459
0.791,-2.97,-0.589,1.622,0.663,1.196,-1.544,-1.055,0.747,-0.699,-0.033,1.59,1,0.928
0.004,0.434,2.21,-1.415,-0.453,1.233,-0.547,0.662,-2.121,0.99,-0.767,-2.46,0,0.347
-1.185,2.03,-0.067,-2.183,-0.44,-3.261,4.862,-1.699,2.808,-1.354,-1.368,0.404,1,0.726
-0.072,0.31,-0.336,-0.378,0.529,-0.598,0.137,-0.041,2.272,1.0,-1.172,-1.874,0,0.557
1.023,-0.517,-1.082,0.385,-0.685,1.368,-1.784,-0.016,-0.275,0.936,-0.771,1.003,1,0.413
-1.069,1.384,-3.29,0.016,-0.736,-1.209,1.115,0.756,-0.925,0.582,-0.518,1.97,0,0.577
0.488,-0.436,-1.237,-1.979,0.309,-0.6,-0.086,0.886,-0.1,1.987,0.843,-0.878,1,0.858
1.345,-1.672,-0.444,1.438,2.313,0.644,-0.688,-0.947,0.383,-1.725,0.31,0.963,0,0.830
0.474,-0.638,-1.156,0.865,-1.054,0.439,0.211,0.664,0.374,1.024,0.979,0.614,1,0.638
0.9,0.521,1.366,-0.708,-1.308,0.216,-0.035,-1.113,-0.129,0.398,-1.17,0.038,0,0.305
0.633,0.036,0.632,0.935,-3.164,0.337,2.958,0.947,1.119,-0.973,-1.239,-1.503,1,0.628
2.161,0.93,-0.547,2.669,-0.05,0.694,-0.207,-0.118,-0.263,-0.043,-1.031,2.743,0,0.380
0.217,0.654,-0.239,-0.405,-1.612,2.441,-0.666,-1.232,0.308,-0.567,1.417,-0.702,1,0.325
-0.805,-0.224,-0.469,0.056,1.32,0.789,-1.865,-2.48,-0.869,-0.35,-0.295,-0.783,0,0.442
0.998,-0.425,2.089,-1.07,0.348,0.773,-0.01,-1.124,-0.059,-1.975,-0.494,-1.242,1,0.662
-1.755,-0.426,0.477,0.724,0.534,0.115,-2.18,-0.235,-2.184,-1.013,-0.857,-0.167,0,0.332
0.056,0.382,0.87,-0.782,-1.006,-0.755,-0.158,0.283,0.88,1.892,-1.778,-0.543,1,0.580
-0.788,0.093,-1.073,0.437,0.478,-0.388,1.204,0.777,0.826,0.164,-0.703,0.722,0,0.422
-0.774,-0.911,1.209,0.264,1.638,-0.084,-1.581,-0.54,0.203,0.547,-0.038,-2.201,1,0.663
2.2,-0.55,0.187,1.408,1.426,0.012,1.246,-0.134,-0.829,0.571,1.606,-0.905,0,0.177
0.049,1.326,0.129,0.563,1.565,-0.859,0.122,-1.119,2.05,-1.671,-0.225,1.171,1,0.398
1.079,0.879,-0.472,-0.359,-0.184,0.515,-1.738,1.69,-0.73,-0.306,0.474,-0.473,0,0.392
0.642,1.1,0.77,1.665,-0.719,-0.863,3.235,-0.991,0.62,-0.173,-0.18,0.081,1,0.689
-0.542,0.761,1.309,-0.214,0.143,-0.942,-0.368,1.109,0.305,-0.222,-1.058,-3.055,0,0.493
0.356,0.015,-0.324,-2.456,0.487,0.368,-0.926,-1.843,-0.06,0.003,-0.212,0.319,1,0.626
-1.241,0.748,-0.842,1.029,-0.737,-1.278,-0.983,-0.325,-0.143,0.253,0.1,-1.278,0,0.107
-0.674,-0.397,-0.724,-1.539,0.217,-1.366,-0.295,-0.181,-0.719,-0.796,1.297,1.224,1,0.522
0.965,-0.163,0.733,1.408,-2.487,-0.188,0.174,0.102,-1.464,0.267,-1.019,2.347,0,0.286
-1.613,0.587,1.007,0.598,-0.911,-2.448,-0.151,2.055,0.125,0.453,-0.614,-0.775,1,0.406
-0.433,1.38,0.493,-2.701,1.536,-1.258,0.474,-0.094,0.865,0.218,0.27,-0.686,0,0.481
0.754,-0.084,-1.052,-0.806,0.364,-2.764,2.254,0.098,-0.97,-0.375,-1.01,0.395,1,0.204
1.728,0.467,-1.926,1.196,-0.711,-0.102,0.197,0.483,0.496,-2.566,-0.015,2.02,0,0.242
-1.825,0.034,0.052,-0.389,-0.54,0.517,-0.286,-1.371,-1.085,0.789,1.074,-0.249,1,0.457
-0.07,0.155,0.933,0.083,-1.176,1.481,-1.389,-1.213,0.62,-0.697,-0.362,-0.651,0,0.520
1.199,1.254,1.288,-0.305,1.453,0.616,0.066,-1.969,1.427,1.006,-1.122,0.104,1,0.531
-2.242,0.028,0.008,-0.048,-0.398,0.277,0.012,2.039,-0.629,-0.583,0.784,0.16,0,0.457
-2.344,0.807,-2.165,-0.028,-2.692,-0.894,2.996,-0.823,3.163,1.336,0.182,-0.15,1,0.716
-0.784,0.804,-0.03,-1.234,1.523,0.818,-1.062,2.197,-0.965,0.617,0.261,-0.108,0,0.606
-0.74,0.26,0.522,0.079,1.163,0.128,0.502,-1.049,1.428,-1.194,-0.397,-0.305,1,0.665
1.656,1.856,-1.238,1.122,-0.714,0.116,0.466,0.969,-1.898,-0.999,-1.578,0.275,0,0.217
-0.301,-2.248,0.06,1.075,-0.751,0.022,-0.285,-1.096,0.491,-0.602,0.037,-2.16,1,0.736
0.462,0.34,0.047,-0.366,-2.311,0.46,-0.199,1.872,0.659,-0.435,1.569,0.901,0,0.571
-1.12,0.519,-0.179,-0.174,0.022,0.74,0.654,-1.077,-0.216,1.215,0.478,-0.088,1,0.621
0.188,0.042,-0.993,1.268,0.157,0.658,1.221,1.237,1.116,-0.288,-1.654,-1.415,0,0.567
0.378,-0.628,-1.536,1.252,1.044,-1.076,-2.643,1.507,-0.075,1.883,0.119,1.386,1,0.898
0.211,0.393,-1.203,0.085,-0.937,0.596,-0.412,-0.127,-2.382,0.064,-0.706,-0.621,0,0.073
0.249,0.416,-1.285,-1.705,-0.25,-0.313,-0.186,-1.464,-0.624,1.218,-0.493,-0.897,1,0.348
-0.053,-0.307,-0.697,0.853,-0.718,1.914,0.345,1.018,1.593,0.102,-0.939,2.295,0,0.285
-0.813,-0.808,0.558,0.782,-1.732,-1.534,0.123,-0.741,-0.197,-0.52,-1.823,0.046,1,0.291
-1.07,-0.172,0.648,-1.394,-0.724,-0.325,1.162,-0.248,-1.1,0.114,-1.181,0.002,0,0.283
1.112,0.053,-0.2,1.746,-0.742,-0.443,-1.237,-0.004,-0.925,0.283,-0.357,0.687,1,0.250
1.529,0.788,0.742,-0.628,0.024,-0.834,-1.777,-0.481,0.977,0.979,-0.004,-0.76,0,0.459
-1.014,-0.075,-0.653,-1.331,-0.079,0.029,-0.47,1.871,-0.279,0.442,0.322,-0.996,1,0.676
0.478,0.311,0.435,0.902,1.634,1.862,1.492,-0.562,0.634,-0.752,0.133,-1.334,0,0.695
-0.395,1.61,1.426,0.798,0.079,-0.319,-0.579,1.992,-1.212,-1.187,-1.374,-0.39,1,0.283
-0.71,-0.743,-0.595,0.856,-2.51,-1.097,0.1,0.776,-0.971,-1.387,1.113,-0.805,0,0.142
-1.536,0.247,-3.947,0.199,-2.056,-1.006,-2.121,0.407,1.71,2.507,-1.214,-1.973,1,0.979
-0.458,0.081,-0.711,-0.086,0.918,0.799,0.325,-1.58,0.831,-0.521,-0.266,-0.075,0,0.550
-0.6,-1.999,-1.02,0.424,-0.76,0.796,-1.441,-1.435,1.568,-1.544,0.039,-0.253,1,0.855
-0.013,-1.827,0.045,-1.252,-0.677,-0.057,-0.5,0.102,-0.25,0.226,-0.809,0.943,0,0.650
3.263,-1.394,1.172,-0.105,0.088,0.152,0.948,-0.245,-0.427,0.223,-2.33,0.252,1,0.472
1.034,0.812,-0.229,0.176,0.912,-0.74,0.056,0.13,-3.079,-1.504,-0.336,-0.403,0,0.362
-1.12,-0.699,0.758,3.242,1.451,-1.632,2.446,2.751,0.053,-1.495,-1.053,1.241,1,0.912
-0.753,0.408,-0.905,0.178,-0.427,-0.669,-1.21,0.291,0.584,-1.079,-0.164,-2.267,0,0.253
0.33,-0.381,0.02,0.085,-0.53,-1.845,-1.23,0.238,0.318,0.592,-1.203,-1.242,1,0.463
-2.204,0.037,-1.571,-0.205,-1.654,0.567,-0.267,-0.543,1.746,0.06,-1.515,0.081,0,0.538
1.73,-0.978,-0.793,-2.366,0.483,0.733,-0.869,3.408,-0.414,-0.831,0.621,-0.968,1,0.853
-0.739,-0.15,0.992,0.585,-3.034,1.634,0.443,-0.496,1.915,0.893,-2.227,1.075,0,0.208
-0.667,0.446,0.023,-1.449,-0.717,-2.375,1.539,0.629,-0.089,2.42,-0.356,-0.088,1,0.830
-0.903,1.501,-1.209,-2.292,0.555,-0.05,1.547,-1.0,-0.849,-0.689,1.41,0.945,0,0.325
0.093,0.609,-0.033,-0.674,-0.459,-1.114,-0.354,0.283,0.664,-0.125,0.324,0.229,1,0.432
1.004,-0.689,0.528,0.376,-0.354,1.375,-0.724,0.84,0.25,-0.985,0.641,-0.432,0,0.673
-0.612,-0.6,-0.354,-0.484,1.093,0.917,-0.004,2.471,-0.354,-0.754,0.916,-1.628,1,0.758
-0.246,0.108,1.271,-0.551,1.886,-1.082,-2.615,-1.191,-0.374,-1.224,0.051,-1.117,0,0.286
1.302,3.223,0.99,-1.999,1.778,0.346,-0.103,2.856,2.498,-2.583,0.131,-0.603,1,0.917
-2.102,1.348,0.78,0.654,-2.584,0.214,0.922,0.271,-1.218,-1.6,1.487,-0.384,0,0.182
-1.558,0.829,-0.845,-0.223,0.788,-0.288,-0.506,1.367,0.124,1.049,-0.975,-1.204,1,0.485
-1.286,1.474,-1.223,0.22,0.44,1.272,0.827,2.109,-0.123,-1.057,-0.56,-1.381,0,0.242
-0.036,-1.683,1.047,0.538,1.829,0.086,0.056,0.695,0.969,-0.622,-0.166,0.828,1,0.770
1.101,-1.739,0.867,0.647,1.062,0.416,-0.966,-0.905,2.405,-0.681,1.163,-1.175,0,0.887
0.747,-2.814,0.96,0.885,-2.029,1.834,-3.093,-1.103,1.444,-2.492,-1.342,0.64,1,0.650
1.371,-0.571,0.566,2.009,-0.219,-1.069,-1.209,1.187,-2.003,0.542,-1.885,-3.028,0,0.088
-1.207,-0.339,1.236,-0.939,-0.798,-0.471,0.269,0.192,-0.296,-2.827,-0.387,-0.452,1,0.513
0.051,-0.126,-0.571,-2.706,1.291,-0.009,-2.721,0.471,0.685,0.693,-1.027,0.381,0,0.557
0.838,0.185,-0.623,-2.237,-0.434,0.411,-0.907,1.147,1.696,-1.904,2.363,1.323,1,0.783
-2.742,-0.647,1.461,0.644,-0.546,0.137,0.538,0.324,-2.334,0.195,0.879,-0.958,0,0.225
1.653,-0.475,-2.3,-1.787,-0.257,-1.196,-0.068,0.617,-0.959,1.451,-0.722,1.023,1,0.549
-0.966,-0.452,1.942,-0.654,-0.19,1.077,0.756,-1.107,0.101,-0.195,-1.305,1.231,0,0.358
-1.985,0.261,-1.167,1.523,-0.567,-0.178,-0.02,1.092,0.551,-0.128,1.346,0.562,1,0.287
-0.118,0.82,2.837,-1.629,1.383,-0.869,1.193,-0.719,-1.299,-0.279,-2.05,-0.463,0,0.073
1.968,-0.444,-1.265,2.481,0.63,-0.003,0.135,0.795,0.175,-0.021,-0.507,-0.259,1,0.648
-0.769,0.355,0.541,-2.02,-0.771,0.532,-0.41,0.224,0.553,-0.317,1.182,0.637,0,0.624
-1.261,-1.868,-0.374,0.322,-0.628,2.368,0.876,-0.907,-0.304,0.862,-0.666,-0.127,1,0.520
-1.131,-0.55,-0.934,-1.049,0.664,0.98,-2.647,-1.314,0.214,0.421,-0.503,0.278,0,0.770
0.333,-1.67,2.841,-1.001,0.811,-0.477,0.228,0.003,2.504,-1.859,-1.6,-1.636,1,0.773
-2.27,-0.496,0.241,-0.27,-0.213,0.796,-1.068,2.556,-0.889,-1.32,0.219,-0.764,0,0.604
-1.086,-0.385,-1.287,-1.234,-0.444,-0.236,-2.125,-0.544,1.205,-0.657,-1.22,0.278,1,0.705
-0.003,0.778,-0.303,0.886,0.387,-0.81,-0.868,-1.082,-1.484,-1.95,0.23,0.766,0,0.266
0.72,-1.648,0.047,2.486,0.088,0.625,1.281,-2.262,0.193,-0.46,-1.601,-0.137,1,0.826
2.095,2.729,0.523,-0.484,0.987,-1.126,0.521,-1.273,0.265,-0.16,1.202,-0.512,0,0.412
0.208,-0.722,1.371,1.114,-1.097,1.173,-1.564,-0.363,-0.51,-1.336,-0.637,2.47,1,0.254
1.253,-1.256,0.138,0.829,-1.195,-1.319,-1.946,1.562,-0.191,-0.294,-1.989,-1.419,0,0.278
-1.813,3.328,-0.084,-0.357,-1.671,0.972,3.372,1.38,-1.451,-2.525,-1.27,-1.007,1,0.694
-0.056,0.522,0.753,-1.149,0.668,2.831,-0.563,0.064,0.013,0.409,-1.955,1.642,0,0.455
0.375,0.75,0.765,0.956,-1.129,0.991,-1.11,0.229,2.876,0.72,-0.526,0.469,1,0.435
-1.466,-0.101,-0.732,0.99,-1.017,0.581,0.244,1.076,-0.295,0.99,-0.873,-2.018,0,0.193
0.572,-0.981,-1.719,-0.206,0.346,0.285,1.44,1.412,0.802,-1.914,0.357,-1.702,1,0.850
0.398,-0.508,0.75,-0.462,-1.23,1.595,-0.592,-1.189,2.354,0.564,-0.532,-0.761,0,0.591
-1.213,-1.155,0.09,0.868,0.493,0.113,0.185,0.277,1.025,1.824,1.152,0.438,1,0.837
-0.882,1.225,0.784,-0.888,-0.445,-0.483,3.052,-1.726,-2.422,-0.371,-0.884,-0.5,0,0.292
0.437,-0.522,-0.392,0.802,-1.263,1.207,0.914,-0.444,0.469,-0.794,-0.98,0.594,1,0.682
-2.688,1.273,-1.939,-1.269,-0.949,-2.603,-1.587,0.008,-0.248,-1.787,-0.053,0.179,0,0.177
-0.522,-0.413,-0.5,-1.041,-0.895,2.371,-0.301,2.744,-0.812,-0.028,0.453,0.91,1,0.738
-0.45,-0.68,-0.063,0.225,1.179,1.568,-3.29,-0.911,-0.454,-0.653,0.631,-0.698,0,0.590
-0.215,0.106,0.812,-2.282,1.358,0.887,0.662,1.792,1.728,1.618,-2.668,-0.976,1,0.817
-3.272,1.687,0.518,-0.401,0.138,-0.986,-0.711,1.634,-0.97,-1.319,0.166,-0.152,0,0.277
-1.195,0.655,-1.72,-1.119,-1.416,-1.029,-0.949,-1.997,0.659,1.704,-0.705,-0.965,1,0.859
-0.82,1.477,-1.922,0.045,0.852,-0.558,0.133,1.559,-1.26,0.437,-0.585,-1.487,0,0.181
-1.471,-0.379,0.972,0.178,-0.029,1.469,-0.497,-0.213,0.987,0.655,-0.198,-2.183,1,0.841
0.287,0.809,-0.355,-0.444,0.534,0.199,1.035,-0.571,-0.013,-0.075,1.78,-0.371,0,0.387
2.03,-0.889,0.141,0.007,0.077,0.679,0.791,-0.654,-0.826,-0.706,0.486,1.043,1,0.663
1.557,-0.193,-1.235,-0.162,0.909,-0.641,-0.815,-0.154,-2.285,-0.467,-2.178,-0.42,0,0.120
-1.936,0.617,0.639,-1.217,-0.389,0.323,-0.373,0.166,2.272,-1.076,-3.016,0.364,1,0.747
1.529,0.085,-0.7,-1.568,0.179,-0.045,1.505,-0.066,0.599,-0.052,0.94,0.615,0,0.656
1.269,0.003,-0.211,1.329,0.281,-0.251,-2.941,-1.214,0.741,-0.158,-0.068,0.267,1,0.583
-1.584,1.056,-2.259,-0.208,-0.907,-1.046,-0.065,-2.789,1.456,-0.289,-2.208,-0.76,0,0.543
-0.031,0.389,0.11,-1.538,-0.761,-1.551,0.412,-0.655,-1.095,-0.639,0.244,-1.009,1,0.241
0.308,-0.308,1.746,1.346,-0.981,1.786,0.928,-0.352,1.248,-1.507,0.096,-0.297,0,0.650
-1.312,-0.722,0.511,0.704,0.251,-2.716,-0.305,0.514,0.04,-2.145,-1.557,1.075,1,0.300
0.295,-0.963,1.702,0.581,-1.386,-0.992,1.565,-0.664,-0.407,0.385,-0.423,0.785,0,0.382
0.342,1.355,0.339,4.334,-0.738,-0.363,1.955,1.63,-0.53,-0.498,0.298,1.219,1,0.836
-1.343,-0.425,-1.219,0.55,-0.527,-1.06,-0.551,0.603,-1.37,-1.033,-0.363,0.583,0,0.287
-0.642,-0.164,0.59,0.103,1.001,2.002,0.515,2.1,1.623,-0.645,1.212,-0.143,1,0.637
0.002,-0.177,-1.06,0.776,0.006,1.055,-0.009,-1.389,0.615,-1.529,1.793,-1.094,0,0.490
-0.055,2.094,1.843,-1.125,-0.487,1.072,3.219,0.381,0.242,2.205,-2.062,-2.639,1,0.595
-3.476,-0.23,0.448,-0.162,0.527,-0.397,1.237,2.223,-0.832,-1.402,0.186,0.087,0,0.507
-1.065,0.723,-2.696,0.4,-1.253,-0.251,0.768,1.094,1.566,1.874,-0.697,-0.953,1,0.657
0.085,0.417,-0.972,-0.312,0.151,0.299,-0.035,1.318,1.247,-0.626,-0.362,0.842,0,0.303
-0.989,-1.991,0.515,1.242,-0.159,0.962,-0.314,0.335,0.844,0.85,-0.627,0.747,1,0.736
0.616,3.22,0.833,1.187,0.523,-1.059,-0.274,1.726,-0.764,-1.461,1.344,-0.666,0,0.219
-0.867,0.048,1.094,0.887,-1.07,1.395,2.409,-2.035,1.333,-0.917,0.17,0.367,1,0.835
1.818,-0.452,0.312,1.321,-2.588,1.5,-0.755,1.327,-2.851,0.457,-0.649,-3.068,0,0.056
-0.135,1.681,1.513,0.243,-0.732,1.487,0.114,0.849,1.042,-0.311,-0.729,-1.691,1,0.546
0.374,0.583,0.703,-2.529,0.249,1.358,-1.115,-0.262,-0.048,0.509,-2.321,0.159,0,0.384
0.128,0.237,0.123,2.403,0.759,-0.098,-0.796,0.846,0.883,1.124,-0.749,-1.026,1,0.572
-0.271,-0.993,-1.051,1.253,-1.237,-0.529,0.086,-0.157,1.259,1.63,1.386,1.491,0,0.748
1.527,-1.082,0.007,-5.662,0.872,-0.315,-0.312,0.093,1.017,0.245,0.758,0.356,1,0.783
-0.054,-0.253,1.069,1.318,1.388,0.521,1.632,-0.074,0.055,-0.397,0.469,-0.273,0,0.603
-0.066,-0.928,0.481,-0.564,-1.72,-0.638,0.65,1.269,-1.052,2.579,-1.377,1.42,1,0.698
0.917,1.099,-0.692,-1.37,-1.283,-0.001,0.545,0.244,-0.949,0.64,-0.898,0.594,0,0.231
0.561,-1.226,-1.627,1.624,-0.561,1.233,-1.241,-1.195,-1.312,-0.637,-0.227,-4.199,1,0.228
-0.056,1.106,-1.289,0.86,0.003,2.332,-1.185,-0.37,-0.352,-1.487,0.08,0.551,0,0.140
-1.112,2.065,0.194,-0.56,-0.563,0.509,-0.82,0.574,-1.744,-0.978,0.425,-0.175,1,0.432
-1.11,1.918,-1.665,-1.404,0.458,0.046,2.667,-1.124,0.099,-1.138,0.484,-0.955,0,0.487
-0.213,0.535,0.817,0.513,0.943,-0.237,1.404,0.662,2.199,-0.941,-1.587,0.828,1,0.747
0.447,1.124,1.366,-0.489,0.727,2.091,1.672,0.929,-0.081,-0.488,-0.772,-2.152,0,0.726
0.506,0.978,-2.269,-0.833,-2.126,-1.262,-0.524,-0.517,-0.883,1.816,-0.265,0.616,1,0.492
-0.53,2.662,0.123,0.204,1.518,1.284,0.494,0.299,0.051,0.246,1.168,0.03,0,0.467
-1.496,-2.265,0.436,3.163,0.819,0.789,-0.457,0.736,2.026,-0.635,-0.054,0.119,1,0.843
-0.354,-0.197,-0.722,0.538,1.024,0.145,-1.086,1.311,-0.119,-0.015,2.226,-0.251,0,0.199
0.549,-1.29,0.465,1.268,1.09,0.841,-0.156,-1.668,2.639,-0.442,1.6,-1.106,1,0.813
0.575,-0.33,-1.591,-1.254,-2.448,-0.976,-1.51,1.571,1.424,0.734,-0.681,-2.273,0,0.551
1.096,0.695,-0.673,0.277,-0.594,0.19,-0.77,-0.921,1.754,-0.379,0.587,-1.629,1,0.341
0.219,-1.08,-0.287,0.428,-0.13,1.07,0.986,2.378,0.876,0.062,-0.556,-0.467,0,0.896
0.765,-0.097,-1.55,-1.816,0.25,-0.127,-3.028,-1.293,-0.0,-0.759,-1.525,-0.891,1,0.546
1.408,0.1,-0.043,0.94,-0.776,-1.2,-0.102,-1.746,-1.084,-0.133,-0.993,-3.288,0,0.129
0.74,-1.715,-1.704,-2.487,-0.122,0.421,-0.603,1.132,-1.567,1.674,0.644,1.48,1,0.861
-1.4,-0.325,1.341,1.147,-0.488,2.473,0.064,-1.981,0.881,-3.269,0.434,0.833,0,0.176
-2.859,-1.425,1.954,1.137,-2.139,0.355,-0.264,1.023,-0.268,-0.776,1.652,0.86,1,0.229
1.195,-0.737,1.387,-0.285,-1.05,-0.18,-1.711,-1.526,-0.53,-0.16,-0.691,-2.262,0,0.263
1.086,-0.609,1.079,-0.726,1.947,-1.046,0.009,-0.641,0.594,-0.389,-0.582,-0.032,1,0.691
2.497,-1.002,0.588,1.571,-0.097,-0.975,-1.123,-0.755,0.554,-2.909,0.567,0.062,0,0.565
-0.718,-1.045,-0.045,-0.151,-0.768,1.081,-1.009,1.057,0.446,-1.735,1.148,-2.224,1,0.761
0.234,1.066,-0.838,-0.213,0.307,2.015,2.069,-0.23,0.593,-0.213,0.648,-0.39,0,0.310
-2.14,0.679,0.384,-1.99,1.569,0.405,0.651,0.361,-0.16,-0.929,0.559,-1.986,1,0.802
-2.588,1.882,0.18,-0.568,-0.21,-0.624,-0.677,0.819,-0.374,-1.836,-0.155,-1.132,0,0.572
-1.39,0.624,-0.863,-1.557,-0.283,0.024,0.604,3.231,0.755,0.401,0.962,-1.422,1,0.729
-1.866,0.965,-0.639,1.824,-0.127,0.792,-0.138,-0.083,-0.318,-1.249,0.711,1.924,0,0.316
-0.875,-2.011,0.526,1.867,1.478,0.123,-1.861,-2.319,-0.515,0.152,-0.057,-2.163,1,0.881
0.222,-0.138,-0.031,-1.838,-1.166,-0.378,0.438,0.864,-0.895,-1.051,0.442,-0.32,0,0.276
1.654,-2.414,-0.696,0.547,0.402,-0.014,-1.011,-0.189,1.496,-0.388,-2.331,0.491,1,0.866
0.775,0.31,1.197,0.292,-0.513,-0.559,-1.341,-1.197,1.93,-0.712,1.273,-0.044,0,0.475
-0.358,-0.017,0.844,-1.074,-0.183,0.374,0.928,-1.96,1.494,0.767,-0.269,3.093,1,0.590
-0.527,-0.329,-0.348,-0.018,-0.449,-0.251,0.223,0.842,0.335,-0.606,-1.021,-1.239,0,0.521
-0.305,-1.762,-0.454,-0.729,1.251,2.036,-1.576,0.263,0.685,0.108,-0.748,-0.012,1,0.880
-0.737,1.335,-0.751,-1.88,-0.032,0.571,-0.44,-0.47,0.362,1.104,-3.164,-0.187,0,0.449
-2.219,-1.69,-0.596,-0.554,0.494,1.467,-0.288,-0.451,0.996,2.784,1.655,-1.516,1,0.969
0.788,-1.65,1.328,0.892,-0.287,1.181,-0.564,-0.177,1.58,1.965,-1.565,-0.38,0,0.583
0.907,-0.307,-0.854,1.029,0.82,-1.479,-0.043,-0.99,0.079,-0.212,1.317,-1.237,1,0.512
0.293,0.361,1.004,0.243,-0.155,0.261,-1.511,-2.306,-0.181,-0.475,-1.786,-0.076,0,0.380
1.512,0.326,-0.817,3.202,1.791,0.929,-2.455,1.094,-0.934,-0.467,-0.785,-2.458,1,0.603
1.268,0.423,-0.381,0.553,-0.763,-2.316,-1.247,-0.837,0.293,-0.864,-1.584,0.694,0,0.279
-0.958,-0.964,-0.347,0.345,0.377,0.265,0.907,-0.79,-0.766,-0.447,0.191,3.574,1,0.779
0.199,-0.192,0.074,-0.926,0.73,1.316,-0.874,-1.231,0.301,-1.443,-0.573,-0.952,0,0.686
2.368,2.613,0.481,1.194,0.469,-0.62,1.794,2.174,-0.286,0.038,0.585,-0.902,1,0.318
-3.546,0.394,-0.211,-0.672,-1.07,-0.539,-0.062,1.725,-0.538,-2.055,1.808,-1.641,0,0.147
-0.623,1.287,-1.688,-0.666,-3.343,0.05,-1.063,-1.105,-0.05,1.546,-0.025,-0.131,1,0.774
-1.357,1.518,-1.292,0.512,1.425,0.38,0.277,-1.495,0.277,-0.426,-0.433,0.609,0,0.232
-0.066,-1.297,-0.079,-0.22,-0.096,1.096,-1.148,-2.033,0.203,0.132,0.549,-1.35,1,0.759
-0.209,1.484,1.292,-2.478,1.182,-0.398,1.176,1.424,1.016,1.917,1.077,-1.1,0,0.751
-0.389,0.108,0.053,0.875,1.874,0.116,-0.668,-1.801,2.449,-0.799,0.241,1.106,1,0.554
-0.185,-0.955,-1.008,0.69,-2.952,-1.383,-0.646,1.224,-1.003,-0.846,-1.383,-0.249,0,0.157
-1.391,1.581,-1.26,-0.035,1.423,1.506,0.704,2.457,-1.333,1.539,-1.929,1.197,1,0.387
0.251,0.643,0.188,-2.856,-0.803,1.057,0.157,0.646,0.489,1.204,-0.49,1.777,0,0.417
0.578,-0.614,-0.883,-1.102,-2.255,0.655,-1.26,-1.072,-0.181,-0.96,-1.614,-1.227,1,0.592
